Unnamed: 0,CampaignID,GoalAmount,RaisedAmount,DurationDays,NumBackers,Category,LaunchMonth,Country,Currency,OwnerExperience,VideoIncluded,SocialMediaPresence,NumUpdates,IsSuccessful
83750,CID_83750,97457,108914.83715944276,19,1280,Music,October,Canada,AUD,8,No,86251,23,1
83751,CID_83751,88904,56865.9970447176,45,1567,Games,September,Australia,CAD,12,No,91115,44,0
83752,CID_83752,26942,39366.8896054287,46,926,Technology,June,Australia,USD,3,No,36428,6,1
83753,CID_83753,30855,30516.26992491508,87,1549,Music,January,Canada,USD,7,Yes,28295,31,0
83754,CID_83754,21247,20916.770846692085,60,365,Film,December,UK,CAD,12,No,9873,0,0
83755,CID_83755,14439,13771.103595934084,40,547,Games,February,USA,USD,18,No,68693,30,0
83756,CID_83756,26605,36917.74723015785,24,428,Technology,June,Canada,GBP,1,No,29656,29,1
83757,CID_83757,56901,59278.85457790824,84,1957,Technology,November,USA,USD,4,Yes,28909,15,1
83758,CID_83758,64800,83523.21750518578,40,99,Art,November,Canada,USD,6,No,78492,18,1
83759,CID_83759,94666,123673.46175626514,89,1038,Games,September,USA,USD,12,Yes,52489,7,1
83760,CID_83760,51565,34085.167789472755,38,1369,Film,December,Germany,USD,1,Yes,19755,17,0
83761,CID_83761,60323,78081.65573886891,85,210,Technology,June,UK,AUD,13,Yes,66942,23,1
83762,CID_83762,73318,68436.93344301668,16,405,Music,October,Australia,CAD,17,No,88159,8,0
83763,CID_83763,61004,46748.86003465977,65,1644,Film,August,UK,GBP,6,No,77786,46,0
83764,CID_83764,78984,109036.26201586834,53,182,Music,August,Germany,USD,11,No,27073,30,1
83765,CID_83765,98584,50292.95719342552,38,1091,Games,November,UK,GBP,6,No,90520,10,0
83766,CID_83766,81837,42042.66327099139,48,212,Art,June,UK,GBP,1,Yes,73204,22,0
83767,CID_83767,43883,32842.07109232585,73,1057,Film,June,Australia,GBP,8,Yes,62916,14,0
83768,CID_83768,68688,74751.46761271803,67,722,Technology,October,UK,CAD,17,Yes,48807,31,1
83769,CID_83769,2152,2991.2767075472566,65,822,Film,June,USA,USD,4,No,67766,37,1
83770,CID_83770,99133,109144.33196542588,81,551,Film,January,Germany,GBP,15,Yes,37440,32,1
83771,CID_83771,40132,56961.16232916234,88,1734,Games,June,Australia,USD,19,Yes,289,41,1
83772,CID_83772,40390,54488.04866815372,69,1361,Games,November,Canada,USD,0,Yes,68189,28,1
83773,CID_83773,20989,15299.423182332805,55,1690,Music,March,Germany,GBP,11,Yes,86259,9,0
83774,CID_83774,66869,34484.6776512848,27,1520,Film,August,Australia,EUR,13,No,28999,4,0
83775,CID_83775,60786,80149.67643866634,67,1061,Film,June,Australia,GBP,10,Yes,79160,29,1
83776,CID_83776,85942,49920.309266707416,34,164,Games,April,USA,CAD,13,Yes,70806,13,0
83777,CID_83777,71009,37793.15260259434,77,1939,Art,April,Australia,CAD,2,Yes,79356,44,0
83778,CID_83778,3630,5299.588673927708,23,1951,Technology,October,Canada,GBP,15,No,23688,15,1
83779,CID_83779,64847,58311.94273965704,65,892,Film,September,Australia,EUR,1,No,89210,34,0
83780,CID_83780,29449,29105.03729325409,82,1331,Film,May,Germany,GBP,12,No,58377,21,0
83781,CID_83781,70450,56347.57813405087,68,966,Games,April,UK,USD,14,No,53311,43,0
83782,CID_83782,12902,14465.53117680991,72,768,Technology,September,USA,AUD,12,No,20678,23,1
83783,CID_83783,59902,45852.214273902726,54,1550,Music,October,Australia,EUR,12,Yes,35323,22,0
83784,CID_83784,30692,44286.0471628746,18,701,Music,November,Germany,USD,1,No,33092,22,1
83785,CID_83785,96454,88280.37543850968,23,80,Technology,December,UK,EUR,14,Yes,53684,45,0
83786,CID_83786,32043,47308.28402090422,75,1308,Art,February,USA,GBP,2,No,66444,13,1
83787,CID_83787,73193,68872.87962865325,23,1181,Games,February,Germany,AUD,1,No,9929,6,0
83788,CID_83788,53877,38770.77840670144,20,917,Music,January,Canada,CAD,7,No,21854,48,0
83789,CID_83789,76178,50540.642112535,31,1644,Music,February,UK,USD,17,No,22280,0,0
83790,CID_83790,8684,11545.367376419825,30,381,Technology,November,Australia,GBP,9,Yes,34236,28,1
83791,CID_83791,55722,63744.43439900202,82,1703,Technology,January,Australia,GBP,2,Yes,88912,16,1
83792,CID_83792,9917,4979.39950870657,61,1136,Film,March,Canada,AUD,3,Yes,60823,48,0
83793,CID_83793,86143,110140.90744620432,34,1715,Film,November,Canada,USD,15,No,35731,17,1
83794,CID_83794,9875,13159.63501700494,18,422,Music,January,Australia,USD,9,No,73316,13,1
83795,CID_83795,94215,55842.876608590894,44,1580,Music,March,Germany,AUD,5,Yes,63132,13,0
83796,CID_83796,16148,23657.99394014515,83,586,Music,December,USA,AUD,12,No,62669,26,1
83797,CID_83797,9691,9577.384955529387,36,923,Technology,June,Australia,EUR,19,No,52018,5,0
83798,CID_83798,22360,17830.323122091173,81,1898,Games,January,Canada,GBP,18,Yes,29386,10,0
83799,CID_83799,23039,24220.862281051173,79,248,Art,October,Canada,GBP,2,Yes,33366,15,1
83800,CID_83800,73634,52277.56859592148,25,1153,Music,February,USA,CAD,15,No,55816,0,0
83801,CID_83801,11740,13793.9537511259,44,1950,Art,October,UK,GBP,5,No,45313,3,1
83802,CID_83802,39706,32429.89754296776,46,516,Film,June,Germany,CAD,19,Yes,14986,3,0
83803,CID_83803,73535,42438.78214977808,57,435,Art,January,Australia,EUR,6,Yes,2288,3,0
83804,CID_83804,6541,5312.754999888529,46,1317,Technology,September,Canada,EUR,16,No,19490,4,0
83805,CID_83805,23768,14392.059645569345,60,912,Music,August,Germany,USD,16,Yes,19315,7,0
83806,CID_83806,87175,63747.33139693328,18,68,Film,June,USA,USD,4,No,70811,46,0
83807,CID_83807,67646,98357.58123299218,61,1494,Art,November,USA,USD,6,No,96418,21,1
83808,CID_83808,73393,99098.00561692368,18,1954,Games,June,Germany,USD,11,Yes,2596,2,1
83809,CID_83809,80160,65953.9396343926,20,196,Film,February,Germany,USD,8,Yes,9377,35,0
83810,CID_83810,64641,45123.08155442086,35,547,Music,June,Canada,AUD,16,No,72721,19,0
83811,CID_83811,14741,17303.627933378975,25,1816,Art,October,UK,CAD,17,Yes,9864,10,1
83812,CID_83812,89627,116034.45897928344,30,1648,Art,June,USA,GBP,6,No,99869,13,1
83813,CID_83813,23401,16427.182147262054,27,1187,Music,October,Australia,GBP,0,No,36499,17,0
83814,CID_83814,98978,60782.23857741546,71,1958,Art,October,UK,AUD,14,Yes,54094,36,0
83815,CID_83815,49505,43340.24499861319,39,436,Music,November,Canada,EUR,6,No,14465,46,0
83816,CID_83816,71990,81817.84240668755,29,1046,Art,July,USA,AUD,5,Yes,40069,17,1
83817,CID_83817,69179,45679.17333242072,77,178,Games,February,UK,AUD,17,Yes,43967,7,0
83818,CID_83818,98889,87057.62062756797,52,1028,Film,October,Germany,AUD,8,No,65199,6,0
83819,CID_83819,20419,21684.436309224857,25,1189,Games,September,UK,EUR,15,Yes,91302,10,1
83820,CID_83820,22281,14278.04625997144,52,1086,Games,November,UK,AUD,0,No,73317,17,0
83821,CID_83821,28028,35886.87003653216,24,1352,Art,August,Germany,USD,8,No,50169,45,1
83822,CID_83822,40070,54937.92795487478,65,831,Games,April,Australia,GBP,16,Yes,76040,35,1
83823,CID_83823,36638,21120.606402820544,43,1777,Film,March,Canada,GBP,12,Yes,13191,31,0
83824,CID_83824,3140,1958.136458190694,19,1587,Music,December,Australia,AUD,15,Yes,91008,21,0
83825,CID_83825,71805,101007.43473167546,30,555,Games,June,Australia,EUR,11,Yes,13094,2,1
83826,CID_83826,70330,88939.65186508508,32,1601,Art,November,UK,CAD,4,Yes,79987,5,1
83827,CID_83827,89111,101288.0336474859,65,1557,Games,March,Canada,CAD,1,Yes,20542,39,1
83828,CID_83828,49186,48870.32451884134,74,347,Film,January,Germany,USD,14,Yes,79473,37,0
83829,CID_83829,10976,10686.65496746525,74,1530,Games,May,Germany,CAD,16,No,3204,23,0
83830,CID_83830,9466,11345.26349104397,33,869,Technology,July,Germany,AUD,4,No,94384,14,1
83831,CID_83831,6328,7209.809953339689,44,820,Technology,May,UK,EUR,5,No,71157,20,1
83832,CID_83832,31926,35175.14743656143,26,1941,Film,August,Germany,AUD,3,Yes,36274,12,1
83833,CID_83833,6356,5651.612515433637,56,1841,Art,March,Canada,AUD,19,Yes,74252,13,0
83834,CID_83834,48320,55636.262621646725,78,1876,Film,August,Canada,CAD,1,Yes,34942,39,1
83835,CID_83835,97691,119572.26160874173,64,1691,Music,March,Germany,CAD,3,Yes,44641,30,1
83836,CID_83836,25423,15212.217407780052,55,559,Games,October,Australia,AUD,5,Yes,60876,12,0
83837,CID_83837,10044,11821.05863674768,28,308,Technology,October,Germany,GBP,12,No,78517,45,1
83838,CID_83838,90326,102689.38915579164,15,484,Technology,August,Canada,GBP,14,Yes,2679,14,1
83839,CID_83839,53159,32276.6734502542,26,697,Film,September,UK,GBP,19,Yes,6193,5,0
83840,CID_83840,21012,13039.048608677223,40,1573,Music,February,Australia,AUD,7,Yes,79429,24,0
83841,CID_83841,61712,88732.86288901717,60,666,Games,January,Germany,AUD,13,Yes,51140,14,1
83842,CID_83842,28280,29595.351577692098,32,346,Games,November,USA,CAD,5,Yes,63850,22,1
83843,CID_83843,74543,73184.69697062467,68,814,Music,June,Germany,USD,2,No,57567,47,0
83844,CID_83844,65155,92613.72892668484,23,871,Games,May,Canada,EUR,19,No,82318,17,1
83845,CID_83845,87521,75233.08113658495,61,964,Art,March,USA,EUR,4,Yes,9660,12,0
83846,CID_83846,78305,94211.62381997364,32,240,Art,November,Canada,USD,19,No,306,18,1
83847,CID_83847,32173,23446.98076081508,40,593,Technology,July,Canada,AUD,12,No,88044,31,0
83848,CID_83848,89114,61661.14315365177,19,27,Technology,February,USA,AUD,1,Yes,52277,6,0
83849,CID_83849,71349,89417.31675640207,56,815,Film,December,UK,CAD,18,No,44710,14,1
83850,CID_83850,98103,113351.72687663198,74,215,Games,March,Canada,EUR,2,No,21914,47,1
83851,CID_83851,69731,53734.7060784752,56,1942,Art,September,Germany,USD,12,Yes,56329,30,0
83852,CID_83852,84485,92650.74804343955,66,1013,Film,September,Canada,CAD,12,No,33171,48,1
83853,CID_83853,79011,61487.5249303898,25,1417,Film,October,Australia,USD,12,No,22441,5,0
83854,CID_83854,32451,24184.480699826283,37,1147,Film,April,USA,USD,3,Yes,76617,31,0
83855,CID_83855,21531,20196.35721386087,35,1251,Film,October,Germany,AUD,6,Yes,78894,9,0
83856,CID_83856,44720,36333.402315927015,54,984,Games,February,Australia,CAD,0,No,76332,41,0
83857,CID_83857,64922,50079.29768771615,80,1439,Art,February,USA,CAD,8,Yes,46798,2,0
83858,CID_83858,90501,49675.11410543384,65,198,Technology,October,Germany,USD,14,Yes,52271,34,0
83859,CID_83859,54895,71578.149536789,61,1100,Art,May,USA,GBP,3,Yes,14684,30,1
83860,CID_83860,16441,12652.290386270332,42,905,Art,September,Canada,CAD,9,Yes,32574,21,0
83861,CID_83861,75028,94839.72144179617,36,700,Art,August,Australia,CAD,9,Yes,16618,8,1
83862,CID_83862,82213,73625.68821643507,60,1260,Technology,April,Australia,GBP,13,No,27631,26,0
83863,CID_83863,40544,42055.56002232528,88,1747,Film,March,Germany,USD,11,No,91098,12,1
83864,CID_83864,26645,14224.569111526718,28,470,Film,July,Australia,EUR,18,Yes,26281,20,0
83865,CID_83865,84038,85951.16674551752,51,551,Film,August,Germany,USD,12,Yes,7354,32,1
83866,CID_83866,63459,70592.50463410823,64,410,Music,April,Germany,EUR,4,No,5223,9,1
83867,CID_83867,30374,19251.21649549656,33,133,Technology,August,UK,GBP,11,No,50989,25,0
83868,CID_83868,6214,8631.673511913004,18,324,Technology,January,Canada,CAD,19,No,27084,23,1
83869,CID_83869,11117,10728.972374819105,16,709,Games,September,Germany,AUD,8,No,18926,40,0
83870,CID_83870,74039,64932.77672617938,26,757,Games,February,Canada,USD,18,No,3984,25,0
83871,CID_83871,81930,86835.57167855532,81,818,Games,January,Australia,EUR,8,Yes,34894,34,1
83872,CID_83872,89564,109781.55342474638,41,780,Technology,December,USA,GBP,6,No,54942,18,1
83873,CID_83873,44538,65413.12376409176,61,235,Film,July,Germany,AUD,12,No,64970,27,1
83874,CID_83874,83118,68429.74388233153,51,435,Technology,March,Australia,CAD,10,No,37556,7,0
83875,CID_83875,98048,119780.31818359524,20,1096,Technology,October,UK,CAD,18,Yes,90711,11,1
83876,CID_83876,24662,12427.685493817453,42,1650,Art,April,USA,CAD,5,Yes,96452,11,0
83877,CID_83877,91144,102071.73251436446,78,482,Film,June,UK,CAD,10,No,72645,15,1
83878,CID_83878,63679,59201.12958368803,52,1629,Film,April,Australia,EUR,11,Yes,5232,25,0
83879,CID_83879,15341,7729.057091829203,51,547,Games,May,Canada,USD,0,Yes,4850,25,0
83880,CID_83880,52795,31114.660081584465,18,916,Music,June,Australia,USD,11,Yes,51837,47,0
83881,CID_83881,26345,37773.88023218977,63,1231,Games,August,Germany,GBP,8,No,99650,47,1
83882,CID_83882,59320,73666.68600589225,70,1650,Art,January,USA,EUR,4,Yes,38450,11,1
83883,CID_83883,92490,127287.11415271554,30,729,Film,May,Australia,CAD,13,Yes,50515,24,1
83884,CID_83884,10045,13671.421930438137,84,103,Art,July,Canada,CAD,6,Yes,91561,38,1
83885,CID_83885,20085,13948.469352471477,88,1015,Film,August,USA,AUD,9,Yes,67300,31,0
83886,CID_83886,81793,109202.56699418012,73,1729,Music,January,USA,AUD,1,Yes,18509,3,1
83887,CID_83887,2981,1908.1621585835176,44,1811,Games,February,USA,GBP,16,Yes,40975,34,0
83888,CID_83888,12937,10671.75676117233,19,1857,Music,August,Australia,USD,19,Yes,3378,32,0
83889,CID_83889,29386,40912.380539925805,24,1755,Games,March,Canada,CAD,8,No,65506,21,1
83890,CID_83890,56782,37752.32106108048,49,417,Film,November,Australia,GBP,11,Yes,87080,31,0
83891,CID_83891,29338,31710.20061770955,50,1845,Games,January,Canada,GBP,17,Yes,30783,13,1
83892,CID_83892,3719,5063.048516865693,82,1341,Games,April,Australia,GBP,19,No,35480,18,1
83893,CID_83893,64137,41706.87443872697,60,1454,Music,November,Germany,AUD,8,Yes,87116,19,0
83894,CID_83894,92452,75374.70833904801,61,1731,Art,January,UK,USD,2,No,53148,19,0
83895,CID_83895,8838,10784.652676311174,44,1124,Art,September,Canada,USD,0,Yes,45453,2,1
83896,CID_83896,11481,16821.925286069596,69,954,Film,January,Canada,AUD,16,No,12866,15,1
83897,CID_83897,11918,12742.342408238374,76,1837,Technology,October,USA,CAD,3,Yes,91590,30,1
83898,CID_83898,96048,116971.86628572806,62,498,Film,October,Germany,AUD,7,Yes,50938,3,1
83899,CID_83899,65551,70696.32802997653,76,1985,Music,September,Germany,EUR,16,Yes,40862,31,1
83900,CID_83900,12954,11598.034535042736,89,951,Games,February,Canada,CAD,1,No,95636,40,0
83901,CID_83901,39458,22394.108705263647,17,526,Art,January,Australia,GBP,5,No,77692,4,0
83902,CID_83902,60263,42398.44996166963,59,1283,Technology,November,Canada,AUD,13,Yes,18956,25,0
83903,CID_83903,88870,49526.061345457616,15,876,Music,June,Canada,CAD,7,Yes,62777,4,0
83904,CID_83904,33989,45314.534654822346,76,1970,Technology,August,Germany,CAD,19,No,50970,35,1
83905,CID_83905,7144,10707.801697430265,89,1215,Art,December,UK,GBP,12,No,75747,26,1
83906,CID_83906,74752,53594.85331622843,15,60,Film,June,Canada,USD,14,No,6228,11,0
83907,CID_83907,40435,33042.91792538291,36,637,Music,March,Germany,EUR,15,No,30853,17,0
83908,CID_83908,61187,51220.72654866616,77,172,Technology,November,Canada,GBP,1,Yes,49993,9,0
83909,CID_83909,90853,88330.34843591427,32,502,Art,July,Canada,CAD,19,No,18637,44,0
83910,CID_83910,28848,27143.09955004351,75,382,Music,September,USA,GBP,9,No,45894,10,0
83911,CID_83911,81299,46532.44008903083,88,576,Technology,August,Germany,EUR,3,No,53526,0,0
83912,CID_83912,13141,8141.200787807785,84,1844,Art,March,UK,GBP,6,No,56097,46,0
83913,CID_83913,81081,44910.69284283546,38,121,Film,November,USA,USD,18,Yes,36294,21,0
83914,CID_83914,16462,19730.273852122467,72,1561,Film,October,USA,EUR,18,No,59211,34,1
83915,CID_83915,99470,98229.10824678406,45,50,Art,July,UK,GBP,11,Yes,3346,9,0
83916,CID_83916,54442,66864.46691733433,71,1526,Technology,May,Germany,USD,14,Yes,15671,20,1
83917,CID_83917,14858,20037.01077759849,19,1910,Film,November,USA,AUD,16,Yes,11154,14,1
83918,CID_83918,45185,48918.83998705126,74,768,Games,August,UK,USD,16,No,89204,38,1
83919,CID_83919,5764,4174.07586790288,72,666,Music,March,Germany,AUD,10,No,19285,38,0
83920,CID_83920,6090,7772.250774592351,28,579,Film,December,Canada,GBP,18,Yes,16178,22,1
83921,CID_83921,20830,24699.37255957795,67,170,Music,June,Australia,GBP,4,No,24712,13,1
83922,CID_83922,94423,125029.38214964254,81,1737,Film,November,Canada,EUR,2,Yes,23820,18,1
83923,CID_83923,76631,103859.86460244592,73,103,Music,August,Australia,AUD,3,No,96842,38,1
83924,CID_83924,65198,53079.42313541375,26,715,Art,September,Germany,EUR,2,Yes,94880,33,0
83925,CID_83925,33128,28639.67934616776,66,1507,Technology,October,UK,AUD,19,No,86951,14,0
83926,CID_83926,85809,75101.10865139955,73,230,Film,January,Australia,AUD,7,Yes,2402,31,0
83927,CID_83927,96136,106215.6520894569,29,767,Art,March,USA,GBP,16,No,72715,11,1
83928,CID_83928,31445,32786.69135649478,60,1630,Technology,January,Canada,GBP,1,No,7519,32,1
83929,CID_83929,87235,54633.91214216313,75,96,Technology,June,Germany,USD,8,Yes,19228,20,0
83930,CID_83930,96214,97796.11331647716,37,482,Music,January,Germany,EUR,8,Yes,29977,42,1
83931,CID_83931,64993,51726.85027387068,78,357,Music,May,Germany,GBP,15,No,88775,34,0
83932,CID_83932,48106,70105.8090288133,50,1945,Film,April,Germany,EUR,17,No,53949,36,1
83933,CID_83933,46527,49596.970081479136,49,678,Technology,September,Germany,USD,11,Yes,79342,5,1
83934,CID_83934,79890,98583.1026499018,35,1075,Games,August,USA,CAD,9,Yes,6940,4,1
83935,CID_83935,76259,64291.85758155113,23,1795,Games,November,Germany,USD,10,Yes,76493,46,0
83936,CID_83936,16410,8328.844202612972,66,440,Technology,September,Canada,GBP,10,No,16338,9,0
83937,CID_83937,44144,56839.958738522815,74,1950,Technology,April,UK,CAD,4,No,33660,10,1
83938,CID_83938,62492,32606.406373892743,82,1087,Music,December,Australia,EUR,16,No,99066,31,0
83939,CID_83939,45343,59098.91255339211,81,689,Film,November,Canada,CAD,5,No,92749,4,1
83940,CID_83940,90720,83178.41678413708,62,660,Technology,May,USA,CAD,18,Yes,60150,11,0
83941,CID_83941,21089,30354.431038525745,29,1107,Games,September,USA,EUR,6,Yes,1956,32,1
83942,CID_83942,42070,58393.581511115175,59,739,Film,December,Canada,GBP,11,No,27624,39,1
83943,CID_83943,41805,33301.97882261336,56,836,Film,July,USA,CAD,0,Yes,37601,43,0
83944,CID_83944,17017,13334.597149884185,30,748,Art,April,Canada,AUD,3,No,68342,47,0
83945,CID_83945,43375,39860.56227468925,62,1894,Film,September,UK,CAD,10,No,51914,23,0
83946,CID_83946,74023,60568.218643144566,52,1681,Art,December,Germany,CAD,14,No,47972,21,0
83947,CID_83947,6033,3152.409728172289,73,519,Film,February,USA,CAD,5,No,58667,42,0
83948,CID_83948,23943,16641.54895935798,54,966,Art,September,USA,CAD,17,Yes,72939,43,0
83949,CID_83949,30140,24678.398155131155,18,146,Art,May,UK,EUR,16,No,59599,40,0
83950,CID_83950,68132,50600.516907818695,66,727,Film,July,Australia,GBP,10,No,62644,16,0
83951,CID_83951,98782,128429.22014114262,87,790,Music,May,Australia,GBP,14,No,72948,10,1
83952,CID_83952,52916,62023.55187602709,67,1990,Music,November,Australia,USD,4,No,34425,37,1
83953,CID_83953,64288,69918.7500381692,50,445,Film,January,Australia,AUD,8,No,62648,36,1
83954,CID_83954,27942,41207.41669381019,56,1532,Games,June,USA,AUD,12,Yes,6289,44,1
83955,CID_83955,36698,19643.8624825205,24,408,Film,July,Germany,USD,0,Yes,80949,36,0
83956,CID_83956,74448,90518.5755501482,69,1128,Film,November,Australia,CAD,2,Yes,86658,28,1
83957,CID_83957,32986,16836.657865132285,60,42,Technology,March,USA,EUR,12,Yes,93090,35,0
83958,CID_83958,27107,40602.053260387605,62,25,Music,December,Australia,CAD,5,No,38006,2,1
83959,CID_83959,33055,32402.537738983603,48,470,Film,November,UK,AUD,4,No,36341,17,0
83960,CID_83960,79965,78715.84846232162,39,1115,Technology,December,Australia,GBP,19,Yes,71630,5,0
83961,CID_83961,93411,94201.98356320948,46,912,Music,April,USA,AUD,11,Yes,64200,6,1
83962,CID_83962,98824,63415.611752261975,41,1040,Music,June,Germany,GBP,5,Yes,28777,28,0
83963,CID_83963,29293,19281.30701237568,28,1519,Technology,March,Germany,AUD,3,No,95245,19,0
83964,CID_83964,81447,99867.46060507964,42,971,Technology,January,UK,CAD,15,Yes,68483,44,1
83965,CID_83965,61334,62675.63540432324,83,609,Games,December,UK,GBP,18,Yes,55831,13,1
83966,CID_83966,48762,56808.2953570721,17,949,Music,December,Canada,CAD,0,Yes,24277,7,1
83967,CID_83967,36778,29585.900977645622,86,929,Music,April,Australia,AUD,13,No,20491,39,0
83968,CID_83968,58467,48295.93221383808,62,1917,Film,October,UK,USD,8,No,99913,8,0
83969,CID_83969,27398,22240.861254488947,63,1762,Technology,June,UK,EUR,14,No,74035,14,0
83970,CID_83970,93778,125280.52443755417,37,809,Art,August,USA,EUR,8,No,98195,34,1
83971,CID_83971,54982,52950.54907705379,46,1255,Film,May,Australia,CAD,12,No,74255,19,0
83972,CID_83972,46889,57554.20618211877,17,1952,Music,December,Canada,USD,8,No,23202,15,1
83973,CID_83973,88740,55065.96136425003,44,1621,Music,December,UK,GBP,17,No,34920,28,0
83974,CID_83974,34328,37279.77522004884,45,1613,Art,May,Australia,GBP,11,Yes,18562,19,1
83975,CID_83975,82596,103552.05113031146,18,1505,Art,May,USA,USD,0,Yes,58651,30,1
83976,CID_83976,31010,20814.862400048376,26,605,Art,June,Canada,GBP,7,No,861,35,0
83977,CID_83977,89376,93645.76768442737,74,785,Film,October,Germany,USD,3,Yes,79170,40,1
83978,CID_83978,39902,34963.20007118348,54,1637,Film,September,Germany,EUR,10,Yes,70093,0,0
83979,CID_83979,71717,44861.13589865052,88,279,Games,February,USA,CAD,17,Yes,80194,48,0
83980,CID_83980,48275,68843.22322237484,54,1307,Film,February,Canada,AUD,14,Yes,17132,36,1
83981,CID_83981,32606,45977.30035782435,51,1375,Technology,November,Australia,USD,2,No,79182,5,1
83982,CID_83982,3113,1707.9767866763068,45,889,Games,September,UK,USD,4,No,3007,48,0
83983,CID_83983,78335,66373.92208306564,25,1921,Technology,June,USA,EUR,19,Yes,76094,13,0
83984,CID_83984,45434,59281.79927323922,48,1895,Technology,March,Canada,CAD,11,No,17325,7,1
83985,CID_83985,8995,7426.924814923478,33,1667,Technology,November,USA,AUD,13,No,82289,24,0
83986,CID_83986,4473,5935.8633882158765,55,201,Technology,March,Australia,GBP,6,No,14774,15,1
83987,CID_83987,75823,72705.54767663586,18,1394,Games,April,UK,CAD,7,Yes,92460,30,0
83988,CID_83988,71553,58268.21237520171,44,1605,Games,October,Canada,USD,17,Yes,32784,27,0
83989,CID_83989,78655,91987.42997609892,25,1035,Film,August,Australia,GBP,12,No,94101,30,1
83990,CID_83990,77546,100014.68271247296,18,821,Technology,August,USA,USD,5,Yes,62282,30,1
83991,CID_83991,95559,116998.73609163902,17,733,Art,November,Australia,CAD,4,No,22444,4,1
83992,CID_83992,11584,15797.551096480718,16,11,Games,February,UK,CAD,19,Yes,14833,28,1
83993,CID_83993,20840,25484.099082098903,42,702,Music,February,UK,USD,5,No,21669,10,1
83994,CID_83994,65579,54927.38307046134,76,1615,Games,July,Germany,USD,13,Yes,1548,26,0
83995,CID_83995,70812,83525.43501571918,23,1612,Film,June,Australia,AUD,10,Yes,80845,27,1
83996,CID_83996,33811,25847.387649495857,21,1297,Film,August,Germany,EUR,15,Yes,56461,25,0
83997,CID_83997,5997,3181.965290654199,25,540,Film,May,Germany,EUR,15,No,89200,25,0
83998,CID_83998,60955,37731.672028813984,29,1818,Film,May,Australia,USD,12,No,90862,1,0
83999,CID_83999,67018,90769.5025200922,24,1321,Technology,December,Germany,GBP,8,No,6753,46,1
84000,CID_84000,36956,33177.59326754891,66,886,Technology,June,Germany,USD,5,Yes,35028,34,0
84001,CID_84001,27512,39409.91618697597,43,1117,Games,November,Australia,GBP,6,Yes,81044,37,1
84002,CID_84002,2784,3226.869053014914,68,144,Music,December,UK,CAD,18,No,1235,24,1
84003,CID_84003,94825,61511.56878252378,87,1362,Film,July,Australia,USD,10,No,45758,2,0
84004,CID_84004,51037,37220.567021234434,79,1550,Music,October,Canada,GBP,6,Yes,30496,9,0
84005,CID_84005,1927,1502.598217009929,26,645,Music,March,Australia,CAD,1,No,45094,3,0
84006,CID_84006,79643,68320.59459754826,64,1209,Games,February,UK,USD,3,No,11567,49,0
84007,CID_84007,11401,13058.317793277794,74,423,Technology,September,Germany,CAD,17,No,89976,39,1
84008,CID_84008,96831,64651.031952410194,89,661,Music,September,UK,EUR,6,No,55885,41,0
84009,CID_84009,78137,104420.64976643944,34,885,Games,April,Germany,USD,11,Yes,49704,17,1
84010,CID_84010,8386,12049.328749145669,72,497,Games,April,UK,EUR,18,No,76733,7,1
84011,CID_84011,20900,25181.53372502096,56,1833,Games,November,USA,GBP,14,No,29257,47,1
84012,CID_84012,6013,3265.123088628655,63,422,Games,March,USA,AUD,7,No,15390,28,0
84013,CID_84013,92336,81210.09172865396,42,1452,Music,October,USA,EUR,8,Yes,36104,7,0
84014,CID_84014,88134,114060.1402127611,87,1552,Art,August,UK,EUR,8,Yes,93900,6,1
84015,CID_84015,64105,54230.18666141281,71,853,Film,February,UK,AUD,3,Yes,53128,8,0
84016,CID_84016,15073,10251.815510220662,69,1855,Film,January,USA,GBP,0,Yes,45488,41,0
84017,CID_84017,97053,141304.45310871257,65,837,Technology,October,Canada,EUR,5,Yes,90364,15,1
84018,CID_84018,61375,79109.12621516768,24,1546,Film,April,USA,AUD,11,No,11151,46,1
84019,CID_84019,70297,63239.90351565043,31,1500,Art,June,Germany,GBP,13,No,53791,7,0
84020,CID_84020,64734,55637.54216868731,63,1646,Games,March,USA,USD,9,No,93611,1,0
84021,CID_84021,58415,70199.46101987959,18,374,Film,October,Canada,CAD,16,No,27526,13,1
84022,CID_84022,88055,52704.296973272496,37,1324,Film,September,Germany,AUD,13,No,50902,1,0
84023,CID_84023,25889,22646.58788491496,31,1846,Film,August,USA,USD,12,Yes,98467,3,0
84024,CID_84024,58195,58655.46185393447,79,1324,Technology,July,USA,EUR,8,Yes,27017,16,1
84025,CID_84025,48215,70423.46570995552,84,650,Games,December,USA,GBP,4,No,88062,41,1
84026,CID_84026,67560,63057.679009675056,66,607,Technology,February,Canada,GBP,6,Yes,93633,37,0
84027,CID_84027,51238,30038.15900889738,64,664,Technology,December,USA,AUD,8,Yes,17415,23,0
84028,CID_84028,81945,96111.741083036,43,860,Music,December,UK,EUR,14,Yes,58332,31,1
84029,CID_84029,2860,4058.4304193571866,50,1210,Music,June,USA,CAD,19,No,45493,22,1
84030,CID_84030,4830,3376.5242204493784,26,423,Film,April,Germany,CAD,17,Yes,69566,12,0
84031,CID_84031,19543,12846.037857380692,63,934,Technology,January,UK,EUR,5,No,40689,35,0
84032,CID_84032,43704,29547.64201185374,47,1548,Technology,June,USA,CAD,12,No,35495,40,0
